Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy
0.032031111111111114,0.0,0.009609333333333334,1.0,-4.1508740069788915e-05,0.051780037164548307,-1.0119545171400992
0.039537777777777776,0.0,0.011861333333333333,0.95,2.0131981530781427e-05,0.029484639178655184,-0.9442019893191349
0.04629777777777778,0.0,0.013889333333333333,0.9,0.00010911956728702996,0.06288212219027295,-0.8685735646213354
0.06157777777777777,0.0,0.01847333333333333,0.85,3.725091475720696e-05,0.12437641211673225,-0.8392717365499244
0.08193333333333333,0.0,0.024579999999999998,0.8,2.5112386116994832e-05,0.12780775727567031,-0.7927676327983055
0.10407555555555555,0.0,0.031222666666666666,0.75,4.7142919715891035e-05,0.1697982526644864,-0.7364228391218234
0.13672444444444445,0.0,0.041017333333333336,0.7,3.390251895514237e-05,0.1966873908452572,-0.690236074540919
0.17380444444444446,0.0,0.05214133333333334,0.65,-3.6879884557924284e-06,0.25555154396205,-0.6510621406752682
0.21024,0.0,0.063072,0.6,-2.81722812378967e-05,0.1699405567805234,-0.6081136169965142
0.2361288888888889,0.0,0.07083866666666667,0.55,6.173202109586378e-05,0.14942680776013645,-0.5322211779243913
0.26824,0.0,0.08047199999999999,0.5,6.131666318299975e-05,0.237281600969686,-0.48234080100329607
0.2859377777777778,0.0,0.08578133333333333,0.48,5.530430181858097e-05,0.29582292826267437,-0.46407236107624866
0.30820888888888887,0.0,0.09246266666666667,0.46,3.001737916693709e-05,0.34206324133890853,-0.45135499479992214
0.3334,0.0,0.10002,0.44,3.889312642818265e-05,0.3688257277818941,-0.4287987795886834
0.36008444444444443,3.80952380952381e-05,0.10805200000000001,0.42,2.579276561809668e-05,0.41347992125809874,-0.41257168350198814
0.38748,1.1428571428571429e-05,0.116252,0.4,2.2844940062755907e-05,0.43288600483972556,-0.3934206572619263
0.4169333333333333,4.5714285714285716e-05,0.125112,0.38,7.207988817273248e-08,0.45013818506914044,-0.37997924099220626
0.44964,0.0001238095238095238,0.13497866666666666,0.36,1.5215201107816878e-06,0.4178233666725419,-0.35956180220809486
0.47779555555555553,0.0002666666666666667,0.1435253333333333,0.34,2.02095300956782e-06,0.45428660256720693,-0.3394179655332445
0.5078222222222222,0.00040380952380952384,0.15262933333333334,0.32,-5.070804816029559e-07,0.43429855138489526,-0.32014603917870166
0.5347688888888888,0.0010761904761904762,0.161184,0.3,2.4875581458753265e-05,0.44594793238179237,-0.29283583253987905
0.5589644444444445,0.0019047619047619048,0.16902266666666668,0.28,4.907955045141005e-05,0.4538190728347496,-0.26586508946999393
0.5855644444444444,0.005059047619047619,0.17921066666666666,0.26,0.00013186799357658185,0.4764675626847274,-0.22202201784994444
0.6114577777777778,0.010403809523809524,0.19072,0.24,0.00017533472696223355,0.6702728026854624,-0.18950359863487673
0.6391688888888889,0.02334857142857143,0.20809466666666665,0.22,0.00019163142315035538,0.9467525076041227,-0.16481015013269765
0.6654577777777778,0.04943809523809524,0.234244,0.2,0.00019215015227618375,1.6630924443068835,-0.14466075614445909
0.6886577777777777,0.10458666666666667,0.279808,0.18,0.0001622549969709183,3.4165976815857957,-0.13327056087237552
0.7112622222222222,0.20799809523809526,0.3589773333333333,0.16,0.0001053614859612848,4.934733200377979,-0.12965589204314998
0.7322444444444445,0.37211999999999995,0.4801573333333333,0.14,4.3131005211904954e-05,6.886834236658218,-0.12757827049897139
0.7410622222222223,0.46911238095238095,0.5506973333333333,0.13,9.660527907152572e-06,7.367791882828207,-0.12721776796274006
0.7506933333333333,0.5687752380952381,0.6233506666666667,0.12,-2.2791487945274767e-05,7.972337591351771,-0.12656394852823913
0.7587555555555555,0.6668438095238095,0.6944173333333333,0.11,-5.7513896878287895e-05,6.706794457410781,-0.12656400230094692
0.7681866666666667,0.7499390476190475,0.7554133333333333,0.1,-9.086054185420637e-05,5.1776921016032915,-0.12616783605401144
0.7761244444444444,0.815967619047619,0.8040146666666667,0.09,-0.00012114142159535103,4.56456226351087,-0.1248887294194611
0.7848133333333333,0.8668742857142857,0.842256,0.08,-0.00015622136160206517,3.513372790221363,-0.12499175214139477
0.7920177777777778,0.9089180952380952,0.873848,0.07,-0.00018088781747237445,2.7950421002426022,-0.12209569143204385
0.7994355555555556,0.9366457142857143,0.8954826666666666,0.06,-0.0002071512291271426,1.9172714860237,-0.11965955398861707
0.8132400000000001,0.9707657142857142,0.923508,0.04,-0.00024264219924711406,0.912291486679863,-0.10988095338316885
0.8289288888888888,0.9870914285714286,0.9396426666666666,0.02,-0.0002444922249211694,0.5979844608068358,-0.09041376077729679
0.8434977777777778,0.9942495238095237,0.949024,-0.0,-0.00017765758384493888,0.3873041661824626,-0.051165384147342396
