Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy
7.000000000000001e-06,0.0,2.1000000000000002e-06,1.2,0.15347248900735266,8.106552937990794e-05,-1.0465275109926473
0.0004326666666666667,0.0,0.0001298,1.16,0.1332219268784185,0.002689257668948975,-1.0267780731215814
0.0016965,0.0,0.00050895,1.12,0.1026294181423939,0.006263778883473235,-1.0173705818576062
0.0063115,0.0,0.00189345,1.08,0.05335656527086163,0.06570474183783977,-1.0266434347291384
0.02384583333333333,0.0,0.0071537499999999995,1.04,0.019752242568482847,0.24708379874087258,-1.0202477574315172
0.055911999999999996,0.0,0.0167736,1.0,0.008776800896930337,0.2723726354880159,-0.9912231991030697
0.09490966666666666,0.0,0.0284729,0.96,0.00770659101870852,0.2957780405014013,-0.9522934089812914
0.13916866666666666,0.0,0.0417506,0.92,-0.00011272003440498946,0.24366372029476657,-0.920112720034405
0.179985,0.0,0.0539955,0.88,-0.002407215311745259,0.1960673265380713,-0.8824072153117453
0.22127,0.0,0.066381,0.84,-0.0022452419810020663,0.2779703879933798,-0.842245241981002
0.26483816666666665,0.0,0.07945144999999999,0.8,0.01305309546488087,0.26928793655602407,-0.7869469045351192
0.3089036666666667,0.0,0.0926711,0.76,-0.0015137277699021068,0.36242939505905286,-0.7615137277699021
0.3539115,0.0,0.10617345,0.72,-0.011501710368864715,0.26456310321492793,-0.7315017103688647
0.39835333333333334,0.0,0.119506,0.68,-0.015565584138498956,0.22196836357259878,-0.695565584138499
0.4419618333333334,0.0,0.13258855,0.64,0.02301232778191986,0.24192036212209192,-0.6169876722180802
0.48460833333333336,0.0,0.1453825,0.6,-0.013077442466802314,0.2369055275065561,-0.6130774424668023
0.5280311666666666,0.0,0.15840935,0.56,-0.026902616994823325,0.1542615030235537,-0.5869026169948234
0.5687695,0.0,0.17063085,0.52,-0.051090015442341374,0.20959922367592546,-0.5710900154423414
0.5899221666666666,0.0,0.17697664999999999,0.5,0.003893908217712183,0.1308357490205623,-0.4961060917822878
0.611333,0.0,0.1833999,0.48,0.004109688696254443,0.14824538541205837,-0.47589031130374554
0.631253,0.0,0.1893759,0.46,0.017126165035645124,0.36526165170933195,-0.4428738349643549
0.6518831666666667,0.0,0.19556495,0.44,-0.021657100163227472,0.39515637491401806,-0.4616571001632275
0.6724191666666667,0.0,0.20172574999999998,0.42,0.006076094746740535,0.43203876502385835,-0.41392390525325945
0.6939136666666667,0.0,0.2081741,0.4,-0.024918425861371385,0.33348499574526386,-0.4249184258613714
0.7164355,0.0,0.21493065,0.38,0.003794014754240127,0.37149842486770257,-0.3762059852457599
0.7349545,2.1428571428571427e-06,0.22048784999999999,0.36,-0.002643291838430095,0.1616554787586538,-0.3626432918384301
0.7549396666666667,3.357142857142857e-06,0.22648425000000003,0.34,0.03969354161202149,0.23387186624470346,-0.30030645838797854
0.776962,6.264285714285714e-05,0.23313245000000002,0.32,0.007227337690496327,0.5247616932112771,-0.3127726623095037
0.7998211666666666,0.0001102857142857143,0.24002354999999997,0.3,-0.011256666955404282,0.35147971186730737,-0.31125666695540427
0.8232008333333333,0.00010921428571428571,0.24703670000000003,0.28,-0.012082677508949646,0.23698963127568104,-0.2920826775089497
0.8440353333333334,0.0006073571428571429,0.25363575,0.26,0.024146063115371624,0.35135603837222695,-0.23585393688462838
0.8665656666666667,0.001127857142857143,0.2607592,0.24,0.017289495962054507,0.4637678103967139,-0.22271050403794548
0.8903709999999999,0.0024744285714285714,0.2688434,0.22,0.028442293890576315,0.3632849792962597,-0.1915577061094237
0.912083,0.005306642857142858,0.27733955,0.2,0.042365933254750465,0.19202456504939744,-0.15763406674524955
0.9323223333333334,0.011721071428571428,0.28790145,0.18,0.06230352884355922,0.7019476982566669,-0.11769647115644077
0.9527095,0.02607107142857143,0.3040626,0.16,0.07644054275417686,1.6225002901140693,-0.08355945724582314
0.9681438333333334,0.056771214285714286,0.330183,0.14,0.057905356994628496,2.116404265476022,-0.08209464300537152
0.9753643333333333,0.08117892857142858,0.34943455,0.13,0.05154104146614358,1.792257228542725,-0.07845895853385643
0.9809316666666666,0.11593892857142857,0.37543675,0.12,0.047007625333253436,1.8746308472140139,-0.07299237466674656
0.9861803333333334,0.16865014285714286,0.4139092,0.11,0.03913260177718755,2.696708509015903,-0.07086739822281245
0.9904766666666666,0.2316145,0.45927314999999996,0.1,0.028701591267695226,2.3672170785449542,-0.07129840873230478
0.9926296666666667,0.30932899999999997,0.5143192,0.09,0.02222710741197917,5.816757056440653,-0.06777289258802083
0.9948021666666667,0.40159735714285716,0.5795587999999999,0.08,0.008889852344398305,4.221679496624758,-0.0711101476556017
0.9963005,0.5004883571428572,0.6492319999999999,0.07,-0.001019768358376416,5.34209347159424,-0.07101976835837642
0.9979236666666668,0.5965965714285715,0.7169947,0.06,-0.011873759618744179,9.555503099479676,-0.07187375961874418
0.9990266666666666,0.7708448571428571,0.8392994,0.04,-0.031069296423607513,3.6788225792790405,-0.07106929642360751
0.9997006666666666,0.8822649285714286,0.91749565,0.02,-0.05045164008621578,2.9965423463241025,-0.07045164008621578
0.9998608333333333,0.9434711428571428,0.9603880499999999,-0.0,-0.06951189717871523,1.4572169174854785,-0.06951189717871523
