Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy,Entropy
5.725190839694656e-05,0.0,1.875e-05,1.6,0.16743146546502818,0.0007498652131445592,-1.432568534534972,0.0
0.0006297709923664122,0.0,0.00020625,1.5,0.08594166666093583,0.007625203691346564,-1.4140583333390642,2.3753731136809127e-05
0.009599236641221375,0.0,0.0031437500000000003,1.4,0.013570168314574804,0.047466908718876134,-1.386429831685425,0.0001699117387570904
0.017748091603053438,0.0,0.005812500000000001,1.35,0.005522486644247371,0.06793489210604356,-1.3444775133557527,0.00019538850021776874
0.027461832061068704,0.0,0.00899375,1.3,-0.00317428908316586,0.06905496785262973,-1.303174289083166,0.00019912360196336403
0.038759541984732825,0.0,0.012693749999999998,1.25,-0.014267852823014682,0.06210407620433805,-1.2642678528230147,0.00016685563943693004
0.04666030534351145,0.0,0.01528125,1.2,0.008331543151533838,0.04380509840850762,-1.1916684568484661,0.0001591755387994517
0.05286259541984733,0.0,0.017312499999999998,1.16,0.021102280994525602,0.06541645310303913,-1.1388977190054743,0.0001890692664477933
0.0648854961832061,0.0,0.02125,1.12,0.004487335440672036,0.0977154333165705,-1.115512664559328,0.0002394488238045887
0.07669847328244274,0.0,0.02511875,1.08,-0.0022642616334325183,0.09421417349264496,-1.0822642616334326,0.00024374908220046762
0.08654580152671756,0.0,0.02834375,1.04,-0.01465696386093951,0.055767683672779074,-1.0546569638609395,0.0002164636060907927
0.09324427480916031,0.0,0.0305375,1.0,0.014175798846812748,0.06938551297177627,-0.9858242011531873,0.0002159358282159224
0.1041412213740458,0.0,0.03410625,0.96,0.030873898415166745,0.13546116748385023,-0.9291261015848332,0.00029632138176776703
0.1434351145038168,0.0,0.046974999999999996,0.88,0.0023672777699469405,0.15371544298737425,-0.8776327222300531,0.0005102075747838578
0.18137404580152672,0.0,0.0594,0.8,0.007413059442029857,0.1709919345479767,-0.7925869405579702,0.0005709679197132637
0.22612595419847328,0.0,0.07405624999999999,0.72,0.013377693714044403,0.20147449063060546,-0.7066223062859556,0.0007233251576851203
0.27782442748091607,0.0,0.09098750000000001,0.64,0.004459109395710259,0.3031167999625797,-0.6355408906042898,0.0008743248440111373
0.34431297709923664,0.0,0.11276249999999999,0.56,-0.01505763286317463,0.24771114189655627,-0.5750576328631747,0.0007589334197591191
0.3851145038167939,0.0,0.12612500000000001,0.5,0.004756754244772732,0.23245191997729486,-0.49524324575522727,0.0006901106744899212
0.41347328244274806,0.0,0.1354125,0.46,0.00097866990803408,0.25313082263098974,-0.45902133009196594,0.0007167445503995178
0.43929389312977096,0.0,0.14386875,0.42,0.004636716079125469,0.21132158713235458,-0.4153632839208745,0.0007404871042764767
0.4627671755725191,0.0,0.15155625,0.38,0.013542707566098211,0.2211183148539761,-0.3664572924339018,0.0008103642639128054
0.49559160305343514,0.0,0.16230624999999999,0.34,0.014883530741822915,0.37237576137445094,-0.3251164692581771,0.0009631552948178812
0.5396946564885496,0.0,0.17675000000000002,0.3,-0.0004484962899945488,0.40546867948367127,-0.30044849628999454,0.0010674033092496794
0.5809351145038169,7.434944237918216e-05,0.19030625,0.26,-0.006723836799539251,0.3180782164696087,-0.26672383679953926,0.0010187883390271831
0.6201335877862595,0.00037174721189591083,0.20334375000000002,0.22,0.001956453308586431,0.3161742765833343,-0.21804354669141357,0.0009877109578955343
0.6375190839694657,0.0009293680297397769,0.2094125,0.2,0.01124822232247838,0.29110888279624547,-0.18875177767752163,0.0010277788955135466
0.6546564885496183,0.0015520446096654273,0.21544375,0.18,0.02452043610388563,0.28871321769473357,-0.15547956389611436,0.0011356437560805504
0.6710496183206107,0.0038661710037174724,0.22236875,0.16,0.04012753583202462,0.3339191977985269,-0.11987246416797538,0.0013594873589086402
0.6877480916030534,0.009693308550185874,0.23175625,0.14,0.06159731108729659,0.5000606188267666,-0.07840268891270342,0.0018369583591362037
0.7020038167938931,0.012704460966542751,0.23845,0.13,0.05696794923848099,0.7792654700656302,-0.07303205076151902,0.0022337814647890404
0.7054580152671757,0.016561338289962826,0.242175,0.125,0.06248717062622251,0.7664214311502565,-0.06251282937377749,0.002456266625537051
0.7109732824427482,0.019526022304832715,0.245975,0.12,0.06258525327153495,0.8812421021753168,-0.05741474672846504,0.00269390423094279
0.7166221374045801,0.021068773234200745,0.24886250000000001,0.115,0.06357730284296864,0.9396774423620129,-0.05142269715703136,0.0028760514213331057
0.7217175572519084,0.02758364312267658,0.2549125,0.11,0.057726973834240594,1.0485545973398713,-0.052273026165759406,0.003242996858281662
0.7299045801526718,0.031821561338289964,0.26044375,0.105,0.05816684530803255,1.195351258776225,-0.046833154691967444,0.0035635157018470104
0.7346946564885497,0.04071561338289963,0.26799375000000003,0.1,0.05805594899531462,1.351746320862776,-0.04194405100468539,0.00400225675034215
0.7418129770992365,0.05087360594795539,0.27715625,0.095,0.057458133875564116,1.8483925660113965,-0.037541866124435885,0.004531455642494361
0.7509541984732825,0.058977695167286244,0.28559999999999997,0.09,0.05297653015552008,1.8991447784095798,-0.03702346984447992,0.004997696989700593
0.7576335877862596,0.07129182156133829,0.29606875,0.085,0.05052365812080979,2.6523941439644996,-0.034476341879190214,0.005539455787709508
0.7629580152671757,0.08923791821561337,0.30988125,0.08,0.048789599589712664,2.417725997664384,-0.031210400410287338,0.006225337973772805
0.7700763358778625,0.10317843866171003,0.32158749999999997,0.075,0.04732738196689795,2.928619681863127,-0.02767261803310205,0.0067879226814463395
