Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy
0.0005229696233292831,0.0,0.0001721616,1.6,0.0661171040461126,0.006115894832695061,-1.5338828959538875
0.007063547995139733,0.0,0.00232532,1.5,0.011218212933013172,0.03826625372326019,-1.4887817870669868
0.021110687727825032,0.0,0.0069496384,1.4,0.010690033195380977,0.05696608070557991,-1.389309966804619
0.03122844714459295,0.0,0.0102804048,1.35,0.006387749063395454,0.07272291774193163,-1.3436122509366046
0.04304356743620899,0.0,0.0141699424,1.3,0.006071909049339075,0.08258846786275499,-1.293928090950661
0.056912991494532196,0.0,0.0187357568,1.25,0.00823282384145374,0.09949586316249867,-1.2417671761585463
0.07338140461725395,0.0,0.0241571584,1.2,-0.001126556130998102,0.10887266557011496,-1.201126556130998
0.08605024544349939,0.0,0.028327740799999997,1.16,-0.0008439045558776836,0.09931602581771717,-1.1608439045558776
0.09822877764277035,0.0,0.0323369136,1.12,0.0013004518730683756,0.09723890962770829,-1.1186995481269317
0.11079317618469016,0.0,0.0364731136,1.08,0.006642761453015789,0.10858490352868773,-1.0733572385469843
0.12515062454434994,0.0,0.0411995856,1.04,0.00795297515044946,0.12547576904516478,-1.0320470248495506
0.1421879659781288,0.0,0.0468082784,1.0,0.005513423079090307,0.15008509263288294,-0.9944865769209097
0.1611677035236938,0.0,0.053056408,0.96,0.003557911788646395,0.16976568796834246,-0.9564420882113536
0.20268720291616038,0.0,0.0667246272,0.88,0.0007395528621939595,0.17446924623728688,-0.879260447137806
0.246476092345079,0.0,0.08113992960000001,0.8,0.00408891667127842,0.19251734842684026,-0.7959110833287216
0.2955572442284326,0.0,0.09729744480000001,0.72,0.002109167213665053,0.22780199326415085,-0.7178908327863349
0.35014157472660995,0.0,0.1152666064,0.64,0.0008861391869280366,0.22565376006556748,-0.639113860813072
0.40500606075334145,0.0,0.13332799520000002,0.56,0.005039621512701209,0.22981875877924787,-0.5549603784872988
0.4529610060753341,0.0,0.1491147632,0.5,0.00374071701156814,0.29257081607232704,-0.49625928298843186
0.489230007290401,0.0,0.1610545184,0.46,-0.00404662561457092,0.3027751150945958,-0.46404662561457094
0.5227353973268529,0.0,0.1720844928,0.42,-0.0027126121560528405,0.2567168595086247,-0.4227126121560528
0.5539406075334143,1.1282051282051281e-06,0.1823580048,0.38,0.0011166039594516786,0.25413689734300615,-0.3788833960405483
0.5856824641555285,2.6141920095408467e-06,0.1928084208,0.34,0.0013993108044398905,0.26279392200486307,-0.33860068919556013
0.6175648213851762,1.3132975551580203e-05,0.2033111488,0.3,0.004423686813588068,0.27066609775305567,-0.2955763131864119
0.6519585759416768,6.847465712581991e-05,0.214670696,0.26,0.004322984074174141,0.3002980211087985,-0.25567701592582587
0.6890556354799514,0.0003392725104353011,0.2270646992,0.22,0.005969211714001915,0.31737842457725635,-0.21403078828599809
0.7079984301336574,0.0007679737626714371,0.23358824,0.2,0.010330579962982728,0.334874203448948,-0.18966942003701728
0.7267193438639125,0.0016924603458556946,0.24037131039999998,0.18,0.021320457068814636,0.3618208730745974,-0.15867954293118536
0.745328573511543,0.0038283744782349432,0.24793024,0.16,0.032602689620434167,0.39945819761940726,-0.12739731037956584
0.7633758493317133,0.008761371496720334,0.2571804576,0.14,0.05211232109215275,0.5554026630593841,-0.08788767890784727
0.7723750668286755,0.013262607036374479,0.2631624288,0.13,0.05855792574076488,0.6705770740914413,-0.07144207425923513
0.7770141919805589,0.0162382778771616,0.26668570880000003,0.125,0.06192062918137585,0.7729555113907651,-0.06307937081862415
0.7815177885783717,0.020071806797853312,0.270739824,0.12,0.0632792854406092,0.8285417651927391,-0.05672071455939079
0.786016447144593,0.024888596302921884,0.2754518848,0.115,0.06416557870316164,1.027746921363021,-0.05083442129683837
0.7907662940461725,0.030871711389385804,0.281029008,0.11,0.06436849554937052,1.2288133550468077,-0.045631504450629475
0.7952591834750911,0.038499212880143116,0.2876245952,0.105,0.06426732872999547,1.4642849156649098,-0.04073267127000454
0.7999149307411907,0.04815533691115086,0.2956345952,0.1,0.061586006528246605,1.756297623103324,-0.0384139934717534
0.8046332442284326,0.06042068694096601,0.3054154608,0.095,0.05937236111323744,2.241047026644411,-0.03562763888676256
0.8093503134872418,0.0767789266547406,0.3179414272,0.09,0.055180314740844415,2.7870075196756656,-0.03481968525915558
0.8141478250303767,0.09790189147286822,0.3336900528,0.085,0.050288536078110506,3.530648510778336,-0.0347114639218895
0.8189748529769137,0.12570609421586165,0.3539301696,0.08,0.0453034398518761,4.625437030813015,-0.0346965601481239
0.8240007290400972,0.1629706618962433,0.38058176,0.075,0.03871994244851153,5.793437153946805,-0.03628005755148847
0.8289610157958688,0.20958036732259988,0.4134804768,0.07,0.03150699459623559,7.231396908538332,-0.038493005403764415
0.8340179343863913,0.2666223542039356,0.45340897919999995,0.065,0.024196046990474396,8.398551187171023,-0.040803953009525606
0.8392262940461724,0.32879894573643415,0.4968316288,0.06,0.01728528369261495,8.600425632117599,-0.04271471630738505
0.8497185176184691,0.4490790363744782,0.5809695536,0.05,0.004957505250922915,7.877563097314781,-0.04504249474907709
0.8604355965978129,0.5519255241502683,0.65348704,0.04,-0.004689691106713467,6.499434910323282,-0.04468969110671347
0.8715446561360874,0.6367394013118663,0.7140372912,0.03,-0.013022114685808418,5.541114416602088,-0.04302211468580842
0.8825236646415552,0.7069280262373285,0.7647341104000001,0.02,-0.02032214629168874,4.621796964769705,-0.04032214629168874
