Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy,Entropy
0.0008901333333333332,0.0,0.00026703999999999996,1.2,0.17603448117553122,0.010649829149098037,-1.0239655188244687,0.0
0.0039744333333333335,0.0,0.00119233,1.16,0.13630564419525282,0.04577924576579901,-1.023694355804747,0.00014450259730216638
0.0178041,0.0,0.00534123,1.12,0.09965198872688297,0.15872253777255482,-1.0203480112731171,0.000633984908917491
0.04698446666666666,0.0,0.01409534,1.08,0.07463671488104362,0.24978896867304773,-1.0053632851189565,0.001396856150488084
0.07883453333333333,0.0,0.023650360000000002,1.04,0.06061723612093828,0.22858394839656895,-0.9793827638790618,0.0020430332539395626
0.1088934,0.0,0.03266802,1.0,0.05209573471144047,0.20890362058847817,-0.9479042652885595,0.0025512368782177166
0.13618603333333335,0.0,0.04085581,0.96,0.04595588244818716,0.17629646979315208,-0.9140441175518128,0.00295264990344943
0.18613516666666666,0.0,0.055840549999999996,0.88,0.036539870632484095,0.1836295410480221,-0.8434601293675159,0.0035707386089584587
0.23272173333333335,0.0,0.06981652,0.8,0.029573845903160034,0.171946559771943,-0.77042615409684,0.004032740268403792
0.2777267666666667,0.0,0.08331803,0.72,0.023415295930019675,0.17801693644155153,-0.6965847040699803,0.004390456982579839
0.32291203333333335,0.0,0.09687361,0.64,0.01837986924431312,0.16604474033087738,-0.6216201307556869,0.00467373583514678
0.36926723333333333,0.0,0.11078017,0.56,0.013350012461488148,0.1831577159732307,-0.5466499875385119,0.004894362587014094
0.40554149999999994,0.0,0.12166244999999999,0.5,0.009402569814329076,0.19149283292660094,-0.4905974301856709,0.005018162572538334
0.4309843333333333,0.0,0.1292953,0.46,0.00689734917129603,0.19539295304528465,-0.453102650828704,0.005080369990853048
0.4576847666666667,8.57142857142857e-08,0.13730549,0.42,0.004267408844122411,0.2101912804374672,-0.4157325911558776,0.005125085907356811
0.4860520666666666,6.028571428571429e-06,0.14581984,0.38,0.0016752614909206764,0.21660524673580814,-0.37832473850907933,0.005150384894940398
0.5163457666666667,2.7285714285714286e-05,0.15492283,0.34,-0.0007116399229833426,0.2380677533039233,-0.34071163992298337,0.0051547708136887565
0.5494944333333334,8.92e-05,0.16491077,0.3,-0.0019584811023499182,0.2708603338590416,-0.3019584811023499,0.005141436309391873
0.586747,0.0004753857142857143,0.17635687,0.26,-0.0011363165404100206,0.30571867106172557,-0.26113631654041003,0.005123724627742476
0.6296023333333334,0.002257471428571429,0.19046093,0.22,0.010887716043018275,0.4110191317136272,-0.20911228395698173,0.005192491789576854
0.6543371333333333,0.005259285714285714,0.19998264,0.2,0.02548227192596106,0.5434278132380091,-0.17451772807403895,0.005365644028648909
0.6824772666666666,0.012307485714285714,0.21335841999999997,0.18,0.0395819388285675,0.8741711731067925,-0.1404180611714325,0.0058007863131120125
0.7145522333333333,0.028720371428571426,0.23446993000000002,0.16,0.04758549862578479,1.4882599621722168,-0.11241450137421521,0.006720904426857981
0.7541233666666667,0.06903225714285714,0.27455958999999996,0.14,0.0384367731167924,2.6681849960327124,-0.10156322688320761,0.008445206240151742
0.7780297333333333,0.11177588571428572,0.31165203999999996,0.13,0.03898580728808995,4.755073884309395,-0.09101419271191005,0.009881102836421282
0.8065313333333334,0.18644615714285714,0.37247171,0.12,0.029798210985105295,7.5227298895222665,-0.0902017890148947,0.011972813482746137
0.8415579,0.30191112857142854,0.46380516,0.11,0.012613780209817307,8.357203853501217,-0.0973862197901827,0.01390963022134709
0.8840910666666667,0.43874505714285716,0.57234886,0.1,-0.0013165230017730262,10.14988487728744,-0.10131652300177303,0.014522753269953488
0.9272480000000001,0.5606567142857143,0.6706341,0.09,-0.014627045972360475,9.073380135990385,-0.10462704597236047,0.013739244518413855
0.9571088333333334,0.6571597285714286,0.74714446,0.08,-0.02260871865718425,7.4639550164077635,-0.10260871865718425,0.012314783640072987
0.9739100666666667,0.7352603857142856,0.80685529,0.07,-0.030920188814479888,5.036264722173571,-0.1009201888144799,0.010716655893009854
0.9838154666666666,0.7988764857142857,0.85435818,0.06,-0.0402661500033093,4.233093452097018,-0.1002661500033093,0.00902587748182777
0.9933337333333334,0.8880862571428572,0.9196605,0.04,-0.052859820682796536,2.4771800212429604,-0.09285982068279654,0.0059852065128004174
0.9970596333333333,0.9423749285714286,0.9587803400000001,0.02,-0.07192398285056428,1.3252717029814072,-0.09192398285056429,0.0035444452983921545
0.998742,0.9718256,0.9799005199999999,-0.0,-0.08902241334176292,0.6337124811598749,-0.08902241334176292,0.0018448368694255362
