Interlayer mole fraction,Nanopore mole fraction,Total mole fraction,Chemical potential,Partial molar entropy,dq/de,Partial molar enthalpy,Entropy
0.017536585365853657,0.0,0.005752,1.6,0.02207701921042582,0.025516743388392386,-1.5779229807895743,0.0
0.032365853658536586,0.0,0.010616,1.5,-0.004163359216559748,0.07068843242685649,-1.5041633592165597,4.356602110508229e-05
0.047609756097560976,0.0,0.015616,1.4,-0.0074126516591368485,0.033778190398824175,-1.4074126516591368,1.4625993915840804e-05
0.05219512195121952,0.0,0.01712,1.35,0.019561358973017695,0.04693564401119176,-1.3304386410269824,2.37618218158792e-05
0.06197560975609756,0.0,0.020328,1.3,0.0022495191537375003,0.07294237489201003,-1.2977504808462625,5.8746470331194526e-05
0.07214634146341464,0.0,0.023664,1.25,-0.024525937811415988,0.06542106688329115,-1.274525937811416,2.1589404010186782e-05
0.07921951219512195,0.0,0.025984,1.2,-0.00910340223991879,0.03996750609260767,-1.2091034022399187,-1.7420630449361545e-05
0.0835609756097561,0.0,0.027408000000000002,1.16,0.032503010495332996,0.0470955346666128,-1.127496989504667,-7.60109371506612e-07
0.08990243902439024,0.0,0.029488,1.12,0.011610171615059839,0.06112465023919156,-1.1083898283849403,4.51176000233019e-05
0.10421951219512195,0.0,0.034184,1.08,0.022467704590207305,0.1156899152837471,-1.0575322954097928,0.00012513245335326912
0.11917073170731708,0.0,0.039088,1.04,0.00670163612574437,0.17343494126597261,-1.0332983638742557,0.0001966556767887826
0.13914634146341465,0.0,0.04564,1.0,0.006753547062685605,0.18983791729526756,-0.9932464529373144,0.0002407348569140792
0.16397560975609757,0.0,0.053784,0.96,-0.004802076767023045,0.15991773367890225,-0.964802076767023,0.00024868124395801714
0.20051219512195123,0.0,0.06576800000000001,0.88,0.005502130421403795,0.1855621317034903,-0.8744978695785962,0.0002528759654550666
0.23782926829268292,0.0,0.078008,0.8,0.010197431237879195,0.182132219256511,-0.7898025687621208,0.0003489572828098784
0.2854390243902439,0.0,0.093624,0.72,0.007862291286316436,0.23795468905135309,-0.7121377087136835,0.0004899675962787979
0.33836585365853655,0.0,0.110984,0.64,-0.004744350899238636,0.22774231815663026,-0.6447443508992386,0.0005170313188386333
0.38863414634146337,0.0,0.127472,0.56,-0.00686901434231979,0.19489123567111058,-0.5668690143423198,0.0004212907357872256
0.43597560975609756,0.0,0.143,0.5,0.007789799209571624,0.28770647170319885,-0.4922102007904284,0.00042843970949656883
0.4689756097560976,0.0,0.15382400000000002,0.46,0.003232670713876895,0.38491870075941564,-0.4567673292861231,0.00048809331672227237
0.5096341463414634,0.0,0.16716,0.42,-0.00605273818913088,0.3323211223292375,-0.42605273818913086,0.0004692891067972788
0.5461463414634147,0.0,0.179136,0.38,0.002754484251150935,0.3885549237295683,-0.37724551574884907,0.0004495391622166549
0.5852195121951219,0.0,0.191952,0.34,0.002990500320443512,0.3178007298234063,-0.3370094996795565,0.0004863530233514322
0.627609756097561,0.0,0.20585599999999998,0.3,0.014253768095609687,0.389638053976031,-0.2857462319043903,0.0006062351773798338
0.683,0.00019047619047619048,0.224152,0.26,0.0093427439082312,0.4369772929480416,-0.2506572560917688,0.0008220960691909703
0.7477560975609756,0.0002380952380952381,0.245424,0.22,-0.0014805110507091768,0.5052235245573335,-0.22148051105070918,0.0009057187778635746
0.7779024390243902,0.0006428571428571428,0.255584,0.2,-0.0008342017670759927,0.5348548734414194,-0.200834201767076,0.0008939600367492259
0.8110731707317073,0.0017857142857142857,0.267232,0.18,0.007226105248457987,0.4813276082160394,-0.172773894751542,0.0009311864826247948
0.8396097560975609,0.0039880952380952385,0.278072,0.16,0.017345746646529936,0.5379147163875777,-0.14265425335347007,0.001064365919895629
0.8634634146341463,0.00894047619047619,0.289224,0.14,0.04270263269253108,0.6780408236949282,-0.09729736730746893,0.001399195683090233
0.8769268292682927,0.014190476190476189,0.297168,0.13,0.050163912059169743,0.8280582311449146,-0.07983608794083026,0.001768061598843989
0.8831707317073171,0.01519047619047619,0.299888,0.125,0.05271667668765753,0.6663881474608594,-0.07228332331234247,0.001907979199539674
0.8913414634146342,0.020047619047619047,0.305832,0.12,0.055214805906602035,0.7334455146801204,-0.06478519409339796,0.0022287515658098137
0.8977073170731706,0.023964285714285712,0.310552,0.115,0.05374640939955689,1.020578185240711,-0.061253590600443115,0.0024859000339323488
0.8992926829268293,0.030726190476190476,0.315616,0.11,0.05782763751841078,1.5495158149911463,-0.05217236248158922,0.0027684055207286436
0.9119024390243902,0.03671428571428571,0.323776,0.105,0.06717156197807914,1.5856459453535687,-0.03782843802192086,0.0032784022546743226
0.9142439024390244,0.04858333333333334,0.33252,0.1,0.05699280469044911,1.7091859760424457,-0.0430071953095509,0.003821248865749126
0.9241951219512196,0.05829761904761905,0.342312,0.095,0.05551180739990848,1.7752105012054225,-0.03948819260009152,0.004372071446543518
0.9282439024390244,0.07538095238095238,0.35512,0.09,0.06139835667885081,2.0236483437134436,-0.02860164332114919,0.005120764137303892
0.9358780487804879,0.09266666666666666,0.36924,0.085,0.04974094580519202,3.1052634972214226,-0.03525905419480799,0.005905407612841236
0.9381219512195123,0.12720238095238096,0.39318400000000003,0.08,0.05163168048024405,6.255200959343179,-0.028368319519755953,0.007119040694730477
0.9476341463414635,0.1620595238095238,0.419728,0.075,0.04918287241135634,7.469529225175118,-0.02581712758864366,0.008457051440707795
0.9530731707317073,0.19921428571428573,0.44648000000000004,0.07,0.043187132968898215,5.158923574845592,-0.026812867031101795,0.009692592632674083
